X	Y	OBJECTID	COMPKEY	UNITID	UNITDESC	CONDITION	OWNERSHIP	CURRENT_STATUS	PRIMARYDISTRICTCD	SECONDARYDISTRICTCD	OVERRIDEYN	ELMNTKEY	COMPTYPE	SEGKEY	DISTANCE	WIDTH	UNITTYPE	MEASDIST	RECEIPT_NBR	PANDD_NBR	PANDD_NBR_START	PAIDAREA	SUBAREA	SIDE	PERSO_NBR	PS_CONFIGURATION	PAY_BY_PHONE	WIRELESS_CARRIER	MODEM	MODEL	CARD_READER	CATEGORY	OVERRIDECOMMENT	WKD_RATE1	WKD_START1	WKD_END1	WKD_RATE2	WKD_START2	WKD_END2	WKD_RATE3	WKD_START3	WKD_END3	SAT_RATE1	SAT_START1	SAT_END1	SAT_RATE2	SAT_START2	SAT_END2	SAT_RATE3	SAT_START3	SAT_END3	SUN_RATE1	SUN_START1	SUN_END1	SUN_RATE2	SUN_START2	SUN_END2	SUN_RATE3	SUN_START3	SUN_END3	START_TIME_WKD	END_TIME_WKD	START_TIME_SAT	END_TIME_SAT	START_TIME_SUN	END_TIME_SUN	PEAK_HOUR	SHAPE_LNG	SHAPE_LAT
-122.3518524	47.61497129	118	613969	PSL-B506	CEDAR ST 0006 BLOCK NW SIDE ( 193) 193 FT NE/O ELLIOTT AVE (27-00-16)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	9673	109	9638	216	30	PSL	193	B506	2506004	2506	Belltown	North	NW	1425	13839	88293	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3518524	47.61497129
-122.3529167	47.61543013	524	540646	PSL-B507	CLAY ST 0002 BLOCK NW SIDE ( 147) 147 FT NE/O ELLIOTT AVE (28-00-10)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	77569	109	9682	169	32	PSL	147	B507	2507004	2507	Belltown	North	NW	1425	13839	87280	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3529167	47.61543013
-122.3483848	47.61383567	263	540659	PSL-B508	BATTERY ST 0007 BLOCK NW SIDE ( 124) 124 FT NE/O WESTERN AVE (24-00-58)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	54305	109	9072	145	32	PSL	124	B508	2508004	2508	Belltown	North	NW	1425	13839	86336	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3483848	47.61383567
-122.3464013	47.61179185	1466	540575	PSL-B509	BLANCHARD ST 0004 BLOCK NW SIDE (  47) 47 FT NE/O ELLIOTT AVE (22-00-04)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	9349	109	9289	72	25	PSL	47	B509	2509002	2509	Belltown	South	NW	1346	13767	87802	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	3	660	1019	2.5	1020	1199	2.5	480	659	3	660	1019	2.5	1020	1199										08AM	08PM	08AM	08PM				-122.3464013	47.61179185
-122.3528758	47.61678242	485	540668	PSL-B510	BROAD ST 0005 BLOCK NW SIDE ( 203) 203 FT NE/O WESTERN AVE (29-00-68)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	54669	109	9412	225.5	36	PSL	203	B510	2510004	2510	Belltown	North	NW	1425	13839	86450	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3528758	47.61678242
-122.3399153	47.60755725	85	540602	PSL-B511	UNION ST 0008 BLOCK NW SIDE (  77) 77 FT NE/O WESTERN AVE (14-00-54)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	81185	109	13177	101	21	PSL	77	B511	2511002	2511	Commercial Core	Waterfront	NW	1339	14728	87306	T-MOBILE	3G	MS1	 	DISPLAY		3.5	480	659	4.5	660	1019	4	1020	1199	3.5	480	659	4.5	660	1019	4	1020	1199										08AM	08PM	08AM	08PM				-122.3399153	47.60755725
-122.3502706	47.61492739	1482	540826	PSL-B512	VINE ST 0007 BLOCK NW SIDE ( 116) 116 FT NE/O WESTERN AVE (26-00-60)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	58613	109	13301	138.5	32	PSL	116	B512	2512004	2512	Belltown	North	NW	1425	13839	87330	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3502706	47.61492739
-122.3509907	47.61437097	18	540750	PSL-B513	VINE ST 0005 BLOCK NW SIDE ( 170) 170 FT NE/O ELLIOTT AVE (26-00-12/16)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	13293	109	13300	191	32	PSL	170	B513	2513004	2513	Belltown	North	NW	1425	13839	87420	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3509907	47.61437097
-122.3508328	47.61318702	1442	540857	PSL-B514	WALL ST 0002 BLOCK NW SIDE ( 139) 139 FT NE/O ALASKAN WAY (25-0X-62)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	58677	109	13352	160.5	25	PSL	139	B514	2514004	2514	Belltown	North	NW	1425	13839	86440	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3508328	47.61318702
-122.3499618	47.61386041	1431	540852	PSL-B515	WALL ST 0005 BLOCK NW SIDE ( 196) 196 FT NE/O ELLIOTT AVE (25-00-16)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	35941	109	13353	218	25	PSL	196	B515	2515004	2515	Belltown	North	NW	2193_NP4-6	13841	87326	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM			4-6PM	-122.3499618	47.61386041
-122.3490579	47.61305704	1517	540917	PSL-B516	BATTERY ST 0005 BLOCK SE SIDE ( 122) 122 FT NE/O ELLIOTT AVE (24-00-09)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	9146	109	9071	144	-30	PSL	122	B516	2516004	2516	Belltown	North	SE	1425	13839	86619	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3490579	47.61305704
-122.3518531	47.61472094	1409	540833	PSL-B517	CEDAR ST 0006 BLOCK SE SIDE ( 125) 125 FT NE/O ELLIOTT AVE (27-00-11)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	9674	109	9638	147	-30	PSL	125	B517	2517004	2517	Belltown	North	SE	1425	13839	86539	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3518531	47.61472094
-122.3527121	47.61532182	1433	540814	PSL-B518	CLAY ST 0002 BLOCK SE SIDE ( 151) 151 FT NE/O ELLIOTT AVE (28-00-25)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	77570	109	9682	172.5	-32	PSL	151	B518	2518004	2518	Belltown	North	SE	1425	13839	87555	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3527121	47.61532182
-122.3500088	47.61361592	1435	540791	PSL-B522	WALL ST 0005 BLOCK SE SIDE ( 122) 122 FT NE/O ELLIOTT AVE (25-00-09)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	35942	109	13353	143	-25	PSL	122	B522	2522004	2522	Belltown	North	SE	1425	13839	87965	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3500088	47.61361592
-122.349896	47.61292788	483	540878	PSL-B524	ELLIOTT AVE 0240 BLOCK SW SIDE (  95) 95 FT NW/O BATTERY ST (OE-24-09)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	10213	109	10204	95	28	PSL	95	B524	2524004	2524	Belltown	North	SW	1425	13839	86359	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.349896	47.61292788
-122.3433412	47.61060879	1471	540893	PSL-B527	VIRGINIA ST 0006 BLOCK NW SIDE (  78) 78 FT NE/O PIKE PL (20-00-66)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	58629	109	13308	78	25	PSL	78	B527	2527002	2527	Belltown	South	NW	1346	13767	87264	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	3	660	1019	2.5	1020	1199	2.5	480	659	3	660	1019	2.5	1020	1199										08AM	08PM	08AM	08PM				-122.3433412	47.61060879
-122.3464387	47.61150077	262	540936	PSL-B530	ELLIOTT AVE 0210 BLOCK S SIDE ( 394) 394 FT W/O LENORA ST (OE-21-35)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	55474	109	10200	429	30	PSL	394	B530	2530002	2530	Belltown	South	S	1346	13767	86537	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	3	660	1019	2.5	1020	1199	2.5	480	659	3	660	1019	2.5	1020	1199										08AM	08PM	08AM	08PM				-122.3464387	47.61150077
-122.3377504	47.60451832	604	542817	PSL-B531	WESTERN AVE 0100 BLOCK SW SIDE ( 121) 121 FT NW/O MADISON ST (OW-10-11)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	36097	109	13499	142	29	PSL	121	B531	2531002	2531	Commercial Core	Waterfront	SW	1339	14728	86925	T-MOBILE	3G	MS1	 	DISPLAY		3.5	480	659	4.5	660	1019	4	1020	1199	3.5	480	659	4.5	660	1019	4	1020	1199										08AM	08PM	08AM	08PM				-122.3377504	47.60451832
-122.3349513	47.60206516	1557	542921	PSL-B532	POST AVE 0060 BLOCK SW SIDE (  95) 95 FT NW/O YESLER WAY (OP-06-07T/11)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	12237	109	12253	125	18	PSL	95	B532	2532002	2532	Pioneer Square	Edge	SW	1408	12978	87567	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3349513	47.60206516
-122.3433317	47.60907366	129	545675	PSL-B533	ELLIOTT AVE 0190 BLOCK NE SIDE (  81) 81 FT NW/O PINE ST (OV-19-16)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	78114	109	10199	81	-17	PSL	81	B533	2533004	2533	Commercial Core	Waterfront	NE	1344	13238	86862	T-MOBILE	3G	MS1	 	DISPLAY		3.5	480	659	4.5	660	1019	4	1020	1199	3.5	480	659	4.5	660	1019	4	1020	1199										08AM	08PM	08AM	08PM				-122.3433317	47.60907366
-122.3510197	47.61357074	579	540723	PSL-B535	ELLIOTT AVE 0250 BLOCK SW SIDE ( 132) 132 FT NW/O WALL ST (OE-25-11)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	78117	109	10205	152.5	34	PSL	132	B535	2535004	2535	Belltown	North	SW	1425	13839	86653	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3510197	47.61357074
-122.3517853	47.61375764	1437	540759	PSL-B536	VINE ST 0002 BLOCK NW SIDE ( 156) 156 FT NE/O ALASKAN WAY (26-0X-64)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	58609	109	13299	179	32	PSL	156	B536	2536004	2536	Belltown	North	NW	1425	13839	87424	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3517854	47.61375764
-122.3515843	47.61364633	523	540867	PSL-B537	VINE ST 0002 BLOCK SE SIDE ( 157) 157 FT NE/O ALASKAN WAY (26-0X-63)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	58610	109	13299	182.5	-32	PSL	157	B537	2537004	2537	Belltown	North	SE	1425	13839	86559	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3515843	47.61364633
-122.3490624	47.61329932	1470	540902	PSL-B538	BATTERY ST 0005 BLOCK NW SIDE ( 189) 189 FT NE/O ELLIOTT AVE (24-00-14)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	9145	109	9071	210	29	PSL	189	B538	2538004	2538	Belltown	North	NW	1425	13839	87612	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3490624	47.61329932
-122.3352741	47.60265101	1464	542922	PSL-B539	POST AVE 0060 BLOCK SW SIDE ( 342) 342 FT NW/O YESLER WAY (OP-06-1T/33)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	12237	109	12253	372	18	PSL	342	B539	2539002	2539	Pioneer Square	Edge	SW	1408	12978	87593	T-MOBILE	3G	MS1	 	DISPLAY		2.5	480	659	4.5	660	1079				2.5	480	659	4.5	660	1079													08AM	06PM	08AM	06PM				-122.3352741	47.60265101
-122.3428556	47.60863897	610	545459	PSL-B540	ELLIOTT AVE 0151 BLOCK NE SIDE ( 161) 161 FT NW/O PIKE NR ST (OV-15-26)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	10202	109	10198	161	-17	PSL	161	B540	2540004	2540	Commercial Core	Waterfront	NE	1344	13238	86808	T-MOBILE	3G	MS1	 	DISPLAY		3.5	480	659	4.5	660	1019	4	1020	1199	3.5	480	659	4.5	660	1019	4	1020	1199										08AM	08PM	08AM	08PM				-122.3428556	47.60863897
-122.3499675	47.61489515	569	567550	PSL-B541	VINE ST 0007 BLOCK SE SIDE ( 157) 157 FT NE/O WESTERN AVE (26-00-63)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	58614	109	13301	179	-32	PSL	157	B541	2541004	2541	Belltown	North	SE	1425	13839	86867	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1.5	660	1019	1.5	1020	1199	1	480	659	1.5	660	1019	1.5	1020	1199										08AM	08PM	08AM	08PM				-122.3499675	47.61489515
-122.2850631	47.55818363	184	692094	PSL-C001	RAINIER AVE S 0485 BLOCK E SIDE ( 167) 167 FT S/O S EDMUNDS ST (RAS-48-12)                                                                                                                                                                                     	 	SDOT	INSVC	DISTRICT2	 	N	35022	109	12386	194	34	PSL	167	C001	3001002	3001	Columbia City		E		16086	86607	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2850631	47.55818363
-122.2854695	47.55841651	189	692095	PSL-C002	RAINIER AVE S 0485 BLOCK W SIDE (  76) 76 FT S/O S EDMUNDS ST (RAS-48-05)                                                                                                                                                                                      	 	SDOT	INSVC	DISTRICT2	 	N	35021	109	12386	81	-34	PSL	76	C002	3002002	3002	Columbia City		W		16086	86540	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2854695	47.55841651
-122.2847364	47.55755018	187	692096	PSL-C003	RAINIER AVE S 0490 BLOCK E SIDE ( 101) 101 FT S/O S FERDINAND ST (RAS-49-04)                                                                                                                                                                                   	 	SDOT	INSVC	DISTRICT2	 	N	12402	109	12387	128	36	PSL	101	C003	3003002	3003	Columbia City		E		16086	86713	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2847364	47.55755018
-122.2849893	47.55750008	599	692097	PSL-C004	RAINIER AVE S 0490 BLOCK W SIDE ( 123) 123 FT S/O S FERDINAND ST (RAS-49-09)                                                                                                                                                                                   	 	SDOT	INSVC	DISTRICT2	 	N	12401	109	12387	125	-29	PSL	123	C004	3004002	3004	Columbia City		W		16086	88234	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2849893	47.55750008
-122.2855263	47.55792388	1591	692118	PSL-C005	S FERDINAND ST 0370 BLOCK N SIDE ( 139) 139 FT E/O 37TH AVE S                                                                                                                                                                                                  	 	SDOT	INSVC	DISTRICT2	 	N	20185	109	19963	152	27	PSL	139	C005	3005002	3005	Columbia City		N		16086	86493	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2855263	47.55792388
-122.2856442	47.55778436	176	692119	PSL-C006	S FERDINAND ST 0370 BLOCK S SIDE ( 110) 110 FT E/O 37TH AVE S (SFR-37-07)                                                                                                                                                                                      	 	SDOT	INSVC	DISTRICT2	 	N	20186	109	19963	123	-24	PSL	110	C006	3006002	3006	Columbia City		S		16086	86564	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2856442	47.55778436
-122.2842626	47.55791502	170	692120	PSL-C007	S FERDINAND ST 0380 BLOCK N SIDE ( 173) 173 FT E/O RAINIER AVE S (SFR-38-12)                                                                                                                                                                                   	 	SDOT	INSVC	DISTRICT2	 	N	65041	109	19964	193	25	PSL	173	C007	3007002	3007	Columbia City		N		16086	86649	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2842626	47.55791502
-122.2841423	47.55778584	586	692121	PSL-C008	S FERDINAND ST 0380 BLOCK S SIDE ( 193) 193 FT E/O RAINIER AVE S (SFR-38-21)                                                                                                                                                                                   	 	SDOT	INSVC	DISTRICT2	 	N	65042	109	19964	223	-22	PSL	193	C008	3008002	3008	Columbia City		S		16086	86628	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2841423	47.55778584
-122.2862222	47.55828348	230	692122	PSL-C009	37TH AVE S 0480 BLOCK W SIDE ( 124) 124 FT S/O S EDMUNDS ST (S37-48-11)                                                                                                                                                                                        	 	SDOT	INSVC	DISTRICT2	 	N	28581	109	5735	137	-20	PSL	124	C009	3009004	3009	Columbia City		W		16087	86202	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2862222	47.55828348
-122.2860718	47.55752068	572	692123	PSL-C010	37TH AVE S 0490 BLOCK E SIDE ( 103) 103 FT S/O S FERDINAND ST (S37-49-08)                                                                                                                                                                                      	 	SDOT	INSVC	DISTRICT2	 	N	5802	109	5736	121	17	PSL	103	C010	3010004	3010	Columbia City		E		16087	86622	T-MOBILE	3G	MS1	 	DISPLAY		1	480	659	1	660	1019	1	1020	1199	1	480	659	1	660	1019	1	1020	1199										08AM	08PM	08AM	08PM				-122.2860718	47.55752068
-122.3283053	47.6016446	582	527863	PSL-D002	YESLER WAY 0040 BLOCK S SIDE ( 177) 177 FT E/O TERRACE ST (S1-04-11)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT2	DISTRICT3	N	36358	109	13766	177	-25	PSL	177	D002	4002002	4002	Commercial Core	Financial	S	1331	14688	88071	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3283053	47.6016446
-122.3275203	47.60164328	356	527865	PSL-D004	YESLER WAY 0040 BLOCK S SIDE ( 371) 371 FT E/O TERRACE ST (S1-04-27)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT2	DISTRICT3	N	36358	109	13766	371	-25	PSL	371	D004	4004002	4004	Commercial Core	Financial	S	1331	14688	87005	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3275203	47.60164328
-122.3279568	47.6017783	709	526653	PSL-D007	YESLER WAY 0040 BLOCK N SIDE ( 203) 203 FT E/O TERRACE ST (S1-04-16)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT2	DISTRICT3	N	36357	109	13766	263	24	PSL	203	D007	4007002	4007	Commercial Core	Financial	N	1331	14688	87368	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3279568	47.6017783
-122.3285617	47.60206794	1163	527940	PSL-D009	TERRACE ST 0040 BLOCK NW SIDE ( 171) 171 FT NE/O YESLER WAY (4-04-08)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	58393	109	13095	171	25	PSL	171	D009	4009002	4009	Commercial Core	Financial	NW	1331	14688	86436	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3285617	47.60206794
-122.3288402	47.60277789	620	274423	PSL-D013	JEFFERSON ST 0040 BLOCK SE SIDE ( 196) 196 FT NE/O 4TH AVE (5-04-29)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	11118	109	11062	219	-24.5	PSL	196	D013	4013002	4013	Commercial Core	Financial	SE	1331	14688	86979	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3288402	47.60277789
-122.3292734	47.60259662	1261	527870	PSL-D014	JEFFERSON ST 0040 BLOCK SE SIDE (  70) 70 FT NE/O 4TH AVE (5-04-11)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	11118	109	11062	93	-24.5	PSL	70	D014	4014002	4014	Commercial Core	Financial	SE	1331	14688	87237	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3292734	47.60259662
-122.3305751	47.60419635	355	527871	PSL-D016	CHERRY ST 0040 BLOCK NW SIDE ( 105) 105 FT NE/O 4TH AVE (7-04-08)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	94651	109	9662	127	28	PSL	105	D016	4016202	4016	Commercial Core	Financial	NW	1722	14691	87266	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM			3-6PM	-122.3305751	47.60419635
-122.3302932	47.60431427	564	527869	PSL-D017	CHERRY ST 0040 BLOCK NW SIDE ( 187) 187 FT NE/O 4TH AVE (7-04-16)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	94651	109	9662	209	28	PSL	187	D017	4017202	4017	Commercial Core	Financial	NW	1722	14691	87142	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM			3-6PM	-122.3302932	47.60431427
-122.3318981	47.60445805	1296	527872	PSL-D020	COLUMBIA ST 0030 BLOCK SE SIDE ( 198) 198 FT NE/O 3RD AVE (8-03-15)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	77610	109	9730	222	-25	PSL	198	D020	4020002	4020	Commercial Core	Financial	SE	1331	14688	86651	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3318981	47.60445805
-122.3333382	47.60385565	405	527873	PSL-D021	COLUMBIA ST 0020 BLOCK SE SIDE ( 101) 101 FT NE/O 2ND AVE (8-02-07)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	32550	109	9729	126	-25	PSL	101	D021	4021002	4021	Commercial Core	Financial	SE	1650	13655	87947	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM			6-9AM 3-7PM	-122.3333382	47.60385565
-122.3339944	47.60409565	1080	527878	PSL-D026	2ND AVE 0080 BLOCK NE SIDE ( 116) 116 FT NW/O COLUMBIA ST (02-08-10)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	47962	109	2751	135	-34	PSL	116	D026	4026002	4026	Commercial Core	Financial	NE	1475	14690	86826	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM			3-7PM	-122.3339944	47.60409565
-122.3323862	47.60441501	989	527879	PSL-D028	COLUMBIA ST 0030 BLOCK NW SIDE (  88) 88 FT NE/O 3RD AVE (8-03-04)                                                                                                                                                                                             	GOOD	SDOT	INSVC	DISTRICT7	 	N	77609	109	9730	111	25	PSL	88	D028	4028002	4028	Commercial Core	Financial	NW	1331	14688	87552	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM				-122.3323862	47.60441501
-122.3319768	47.60522485	396	527882	PSL-D031	4TH AVE 0080 BLOCK NE SIDE ( 203) 203 FT NW/O COLUMBIA ST (04-08-18)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT7	 	N	51470	109	6124	224	-30	PSL	203	D031	4031502	4031	Commercial Core	Financial	NE	1650	13655	87080	T-MOBILE	3G	MS1	 	DISPLAY		4	480	659	4.5	660	1019	3	1020	1199	4	480	659	4.5	660	1019	3	1020	1199										08AM	08PM	08AM	08PM			6-9AM 3-7PM	-122.3319768	47.60522485
